Author,Comment,Published At
@spangletmarbun,Usirrr dn jgn ksih kendorrr,2023-12-24T09:48:56Z
@pakcikpakcik6229,Usir mereka dari seluruh laut nkri,2023-12-24T09:37:11Z
@dindindaajakah9522,Haiwarga tegaslah usir,2023-12-24T08:57:12Z
@zirohereh5163,"Tolak,,,,suruh pulang;;;;;!!!!!",2023-12-24T08:38:56Z
@warassundari5937,kembalikan ke  negarannya   jng  ada  di    indonesia,2023-12-24T08:06:55Z
@buanamusik7181,Kembalikan kenegaranya dan dipasakan dan diusir,2023-12-24T07:21:34Z
@trionotriono6631,Usir saja paksa,2023-12-24T06:34:42Z
@rudsi1215,Usut tuntas siapa saja yg terlibat...tangkap dan buang ke laut,2023-12-24T06:32:46Z
@ZulfikarHamdani-id8kp,Usirrr,2023-12-24T06:20:42Z
@pickydamanik7107,Hehehe.. kmrin bela rohing nya.. kok knpa skrg jd di usir yak... 😂,2023-12-24T05:18:26Z
@fasyaabelicia6638,Licik jahat   pendatang gelap   kembalikn saja  pk presiden sdah capek ak  baca berita rohingya,2023-12-24T04:37:00Z
@NingSihh-ph2gq,"Tuh,mereka itu penjajsh jd mereka tau segl cr,kenapa pemerintsh tidak tegas usirrr,usiiiiir,kembalikan ke asalnya..",2023-12-24T04:27:58Z
@gustibali7516,Tarik ato dorong kembali prahu2 Rohingya.. jgn sesekali diberi kesempatan utk mendarat di tanah Indobesia..,2023-12-24T03:56:52Z
@marsiti5266,"ya  alloh beri pertolongn agar jngan diberi tmpat di indonesoa usirereka semua ,,,dia mau niat jahat ,,,jngnpsrcaya aladan msreka ,,,iblis&quot;  setan",2023-12-24T02:01:38Z
@jeptasilaban8538,Alhamdulillah saudara seiman sudah sampai di Aceh tolong kasih makan dan tempat tinggal bintang 5😅😅😅,2023-12-24T01:32:42Z
@misselinaart8357,"Pulangkan paksa ,hati hati jangan seperti di Malaysia, kami palembang Sriwijaya YAKIN Aceh BISA. Kami siap berangkat bantu bila diperlukan.",2023-12-23T23:28:19Z
@fauzibaraya6182,"Kembalikan pengungsi Rohingya ke laut lepas jgn biarkan masuk NKRI yg bikin masalah baru warga penduduk sekitar ,UNHCR hrs tanggung jawab membawa kembali ke Bangladesh",2023-12-23T19:51:40Z
@risdianarisdi5676,Usir,2023-12-23T18:43:20Z
@imamsantoso8362,Tolak usir.,2023-12-23T17:10:39Z
@yofriyadi6217,"Usir aja mereka, negara ini bukan buat penampung para pengungsi",2023-12-23T15:07:10Z
@rosdiana-f5z,"Usirrrt,,,usirrrrr,,jgn sampai mmbuat susa nkri kita,,,lg pulaala gka bnyk ank nya.",2023-12-23T13:38:39Z
@AriBayu-w2g,Usir jgn di kasih hati... Bikin kisruh itu,2023-12-23T13:36:11Z
@erlinpurwati8859,Jgn di terima...yg masih di Indonesia segera di kembalikan....ada jg looo yg di Sidoarjo Surabaya 😢😢😢minta tlg pemerintah an Sidoarjo sidag dan kembali kan mereka ...,2023-12-23T13:27:00Z
@MahadiIntan,Usir k.pukul k.,2023-12-23T12:16:10Z
@tokosby9765,Sudah cukup rasa kasihan ...Indonesia masih banyak yg belom bisa beli rumah juga tanah  usir rohingnya,2023-12-23T11:46:31Z
@cakmarno6913,Bahaya buat NKRI....usir suruh ke negaranya,2023-12-23T11:01:14Z
@DaDa-fe9mn,usir usir usir usir usir usir usir usir usir biar tenang orang pribumi,2023-12-23T10:42:00Z
@yusrifebrian9397,Nunggu chaos dulu rakyat aceh kayanya,2023-12-23T09:46:11Z
@annisa7350,Udah di blg mereka itu penjajah yg di komando pro israel terutama america jg PBB yg memaksa indonesia hrs membantu mereka...tolak keras biar PBB yg ngurusin,2023-12-23T09:18:59Z
@josephjoyce1628,Klo di larang kenapa di bölehin mendarat harusnya lgsg suruh putar balık ke laut kasih perbekln secukupnya,2023-12-23T08:11:42Z
@DianDian-vb8nm,Liatnya sebel banget kasih aja singkong rebus terus pulanggin cm bikin repot hanya makan tidur doang,2023-12-23T08:00:11Z
@rumiwiningsihrumiwiningsih2142,"Usir saja rakyat Indonesia byk yg kelaparan ,di laut yg untuk menurunkan warga Rohingnya dijaga ketat jangan sampai masuk wilayah Indonesia",2023-12-23T07:10:11Z
@ridayuniati3419,Memang sdh direncanakan dr bangladesh...,2023-12-23T07:05:14Z
@Suprato123,"Liat di layar ponsel wajah2p.rohingya yg garang bak preman lontong,ingin rasanya hajar mereka itu ya....",2023-12-23T06:21:20Z
@TarbinSt,penjajah tanpa senjata... cerdass,2023-12-23T05:55:30Z
@Karnadi-eo7wh,"Di bom aj cara baik baik tidak bisa,setiap yg datang lgsung di bom aj kapal nya,biar gk trus menerus ber datangan,risih juga lama&quot; nengok berita ini,warga Aceh gk usah basa nasi lagi bom aj,gk usah pakai pikir lagi,jijik aku liat berita ini.",2023-12-23T05:47:19Z
@MSholehudin_Lcnt,Rohingya  harus berjumlah 50 ribu baru  berperang dgn indonesia 💪💪💪🪓🪓🪓🪓🪓 bumi milik allah swt,2023-12-23T04:52:48Z
@srigunansih492,Usir saja dan tolak .,2023-12-23T03:16:52Z
@immadarwis4875,"Hati&quot; smoga pemerintah RI waspadai keadaan mereka kelihatannya PD sanger&quot; dan berkedok Islam hrsnya diusir paksa,,Krn terlihat memaksakan diri masuk ke Indonesia jadi perlu dipertanyakan besar kedatangannya ke Indonesia😮😮😮😮😮😮🙏",2023-12-23T02:53:03Z
@aliroket5093,"Dimana aparat Negara... kok bisa terus berdatangan rohingya... Rupanya sengaja buat permainan... warga lokal harus kompak menolak, demi masa depan anak cucu kita jangan mau dijajah rohingya",2023-12-23T01:46:08Z
@moelskm3244,"Pribumi Aceh, hukumnya wajib siapka Bom ikan untuk sambut kedatangan Rohingya.......kita harus tegas, usirrr !!",2023-12-23T01:13:49Z
@Winartoarief,Tolak usiiirrrr benalu ronghiya 😡😡😡,2023-12-23T00:44:11Z
@OrangkayaBaru-iv3kt,Antemi pake batu biar gk berani berlabuh,2023-12-22T23:08:24Z
@PemudaNamexs21,Usirr lah yakali mau di usirnya pake RPG .,2023-12-22T21:48:54Z
@andisugan6376,Kl mksa lempari sj,2023-12-22T18:48:07Z
@mohzulyadinarjakaliwa7934,Usir aja tuh rohingya. Ngapain bantu rakyat negara lain. Semakin kita bantu semakin ngelunjak nantinya ya contohnya kaya rohingya ini. Mending bantu rakyat sendiri yg jelas2 masih banyak yg mebutuhkan.,2023-12-22T18:35:43Z
@sahrulvivo2002,Usir pulang saja jgn dikasi  pulangkan saja,2023-12-22T17:45:10Z
@ustazustazadi5571,Eyang wowo lg.sibuk ngurus bisnis.pilpresnya..tugasnya terbengkalai,2023-12-22T16:46:58Z
@SamSam-bo1uf,Khox bisa ya kebobolan bisa berbahaya nich laut indonesia 🇮🇩 🤦,2023-12-22T15:25:56Z
@cahkuli9696,"Tembak pake rudal ajah, klo ngeyel",2023-12-22T15:20:15Z
@panyuli620,Mestinya kita Indonesia hrs tegas kayak thailand a ng Malaysia suruh naik kapalnya lg usir gitu jgn diterima jgn kasih tempat,2023-12-22T15:05:46Z
@yudihermanto6557,Kembalikan Rohingya ke negaranya sendiri,2023-12-22T14:36:47Z
@ajanberutu7740,Usir Rohingya,2023-12-22T14:12:21Z
@sitikolipah7295,Pemimpin. Kita. Kurang. Cerdas. Nanti. Pasti. Ada. Serangan. Dari. Asing. Pasti. Indonesa. Kalah. KARNA. Otaknya. Nggak<br>Nyala,2023-12-22T13:29:11Z
@MoMuis,"Usir,ga perlu bertemu dinas sosial dan UNHCR",2023-12-22T13:27:03Z
@wati6497,Kata bu susi stiap ada kapal asing yg memasuki perairan indonesia tmbak langsung hancurkan knp g dilakukan ..coba klu masih bu susi bertugas...mungkin cpat selesai masalah inibga pmerintah bisanya ngomong terus tindkn ga ada ..alasan kemanusiaan terus,2023-12-22T12:50:29Z
@rosiatuljanah7895,Satu2 nya jalan...jangan kasih tempat teduh..jangan kasih makan dan minum...biar mereka jera...kalau kita manjakan maka mereka semakin nglunjak dan minta di layani seperti raja dan ratu..<br>Usir mereka jangan kasih hati buat mereka..<br><br>Di Indonesia UNHCR harus di bubar kan..<br>Karena mereka lah pendatang gelap bisa masuk...karena Ada yg memberi jalan masuk...<br>Kami Rakyat Indonesia tidak butuh mereka..<br>Kami sudah repot dengan hidup kami di tanah air..jgn di tambah lagi dengan mereka,2023-12-22T12:49:46Z
@putridiyah3283,😢Halah biar g ada lagi yg datang bacok beres,2023-12-22T11:26:45Z
@diomatu9262,gak usah dikasih makan enak lah mereka,2023-12-22T11:24:40Z
@fansputin,Tni gak planga plongo,2023-12-22T11:12:27Z
@MarcellMaulana-z3y,walH mamala,2023-12-22T10:14:33Z
@tihothat8884,Usir aja pusing mening urus rakyat kita pada susah cari untuk makan,2023-12-22T09:17:34Z
@VivoVpro-dl2cy,Usirrrrr,2023-12-22T09:09:39Z
@mohammadaguskomari5289,"Itu namanya penyusup, penjahat, perompak halus, usir klu perlu tenggelamkan sblm mendarat......",2023-12-22T07:43:01Z
@marwinfikri434,Saya mohon...... Tolong usir imigran gelap Rohingya dari tanah Aceh,2023-12-22T06:57:33Z
@sitimasita6766,Usirrrr aja pengungsi rohingya jgn sampai Indonesia dijajah💪 🇮🇩🇮🇩,2023-12-22T06:32:20Z
@UnknownName-y6r,"Indonesia tidak berkewajiban untuk membantu rohingya, sebab Indonesia tdk ikut menandatangani perjanjian di PBB soal pengungsi dari manapun, lihat Australia dari beberapa negara yg ikut menandatangani perjanjian di PBB saja mereka TIDAK MAU menerima rohingya, jd tolong untuk pemerintah, dari pada membantu rohingya masih bnyk rakyat kita yg perlu bantuan pak, jd tolong ga perlu sok jd pahlawan",2023-12-22T05:25:20Z
@Bengkel_rintis,Suru kembali segera,2023-12-22T04:52:51Z
@tatikasriasih4308,"Bisa gk sih sebelum turun dr kapal, diusir gt, tolek mendarat",2023-12-22T04:36:33Z
@boewajeberboeloedombe6775,"Yang berengsek Pol Airud aceh,malas kerja..",2023-12-22T04:01:19Z
@elizasln-om6gw,"Usiiir mereka,,,mereka sengaja digiring ke Indonesia,,,,pulangkan kenegara asal mereka,,,,,,",2023-12-22T03:25:13Z
@oharapurple1276,"Saking canggih kapalnya sampe tidak terdeketsi ...,..",2023-12-21T20:41:21Z
@danielashraf8369,"Bangsa tak tau malu, itu lah bangsa nya. Bangsa ini tidak besyukur Dan tdk betrima kasih, ati2 warga aceh",2023-12-21T18:25:33Z
@RizkiMandala-p2s,"Pergilah orang Rohingya, sebelum kami habis sabar nanti nya ,kau lecik orang Rohingya",2023-12-21T17:49:02Z
@muhammadwichyani2251,"Org2 rohingya di masukin oleh satu org rohingya ke aceh kan kaco, lama2 satu org itu nuntut wilayah kusus dan akan menjadi presiden rohingya",2023-12-21T14:58:09Z
@ceceproyani6512,Mana nih ke amanan indonesia?masa imigran gelap gak kedeteksi,2023-12-21T13:56:58Z
@fiarmanfiarman1403,ASSALAMUALAIKUM ! TAKBIR ALLOHU AKBAR INI WAKTUNYA NKRI UTK BERSIDAKOH UTK MANUSIA KAPAN LAGI INI PENOMENA ALAM KITA BERSUKUR MASIH BISA MELIHAT KAPAL SEJARAH HELP DIDIK BINA SARA PANCASILA NKRI TRIMS,2023-12-21T13:46:26Z
@Asnawiip6,Usir,2023-12-21T13:18:58Z
@IyalajaAmrial,Tenggelamkan buat semak...,2023-12-21T11:29:28Z
@RafaelKavindra,Tampung aja. Jualin ginjalnya. Kan Mayan tuh jd aset😅,2023-12-21T11:15:04Z
@phinotokyo5092,Basmi aja etnis yg tak bisa di atur,2023-12-21T11:11:57Z
@phinotokyo5092,Usir usir,2023-12-21T11:11:23Z
@JuliRudianto-jq7yv,"Usir gampang,knp di buat susah ....jangan dikasih hati",2023-12-21T11:01:33Z
@dafasaid5305,tembakkkk😂😂,2023-12-21T10:06:37Z
@Cungkring-l8e,Dinaikin semua ke kapal besar terus pulangkan yg jau.,2023-12-21T09:44:58Z
@Cungkring-l8e,Usir aja,2023-12-21T09:44:06Z
@MarYono-u5x,Usir aja karena rakyat indonesia aja masih susah,2023-12-21T09:41:13Z
@OrangPinggiran-k4t,Wong Iki manehh 😂😂😂😂 Keat keattt,2023-12-21T08:03:22Z
@arifsaed6796,Usir atau Indonesia akan porak poranda,2023-12-21T06:48:44Z
@alihanapi9908,TINGKATKAN PENGAWASAN DI LAUT,2023-12-21T05:39:00Z
@anisastuti3631,"Jangan biarkan rohingya berlabuh d negri ini, karena klo sudah mendarat d negri ini mereka tidak bisa diusir lagi, harusnya yg berwenang terus patroli spy mereka tidak bs mendarat d Indonesia, karena mereka jadi benalu d negeri ini, menyusahkan warga lokal dan pemerintah Indonesia",2023-12-21T04:48:05Z
@mujjahiddaffa1770,Tni AL.. Tentara nasiaonal Angkatan Laut ... Manaaaaa kerja nya.....,2023-12-21T03:55:10Z
@ABRAHAMKOEDOEBOEN,Saudara SEIMAN yg terTindas WAJIB HukumNya harus di Bantu...<br>Free PALESTINA + Free ROHINGYA...,2023-12-21T03:14:37Z
@edysusanto1672,tangkap dan tenggelam kan kapal nya seperti ibu susi dulu semasa jadi mentri kelautan dan perikanan skrg mentri kelautan nya mlempem kayak krupuk kena angin dikit sudah krucut,2023-12-21T02:39:06Z
@Mattasan454,ajaran agamnya memang terbukti LICIK ya kak<br>😂😂😂😂,2023-12-21T01:38:07Z
@vindhom5993,hrs dibereskan mslh ini .. bahaya ini,2023-12-20T16:00:50Z
@fathanfathan-ev8eh,yang demo-demo kemarin mana suaranya woyyy,2023-12-20T15:46:24Z
@alimuttaqin5337,"Kmn  AL nya, kok bs masuk. Knp ini ??",2023-12-20T13:47:42Z
@muhammadhusin3724,waspada.....?  imigran gelap bikin onar rakyat aceh....😇,2023-12-20T13:31:30Z
@anarsitakar4888,Usir aja mereka smua,2023-12-20T13:28:37Z
@benhardtoruan9008,Indonesia sudah terbiasa mengadopsi masalah negara lain untuk menjadi masalah NKRI. 😂🤣,2023-12-20T13:21:54Z
@diahmustika7311,Ngelunjak karena dari kita yang kasih hati jadi benalu...,2023-12-20T13:02:37Z
@masummasum48,ini calon bibit kekacauan,2023-12-20T10:53:01Z
@masummasum48,USIR,2023-12-20T10:52:37Z
@romsih,Kalau org &quot;itu di boleh kan tinggal di Indonesia takut nya lama&quot; dia Orang pada seperti Israel ke Palestina jng di biarkan di suruh balik aja,2023-12-20T09:05:42Z
@KanapiNapi-h2d,Bom aja,2023-12-20T08:32:26Z
@ottocahyono3181,"memang kalo teori lebih mudah dr pd kenyataan, dulu pada demo bela rohingya giliran sekarang ad orangnya(rohingya) ditolak makanya dipikir dulu jangan asal bunyi tu mulut mending tidak perlu jauh ngurusi negara lain.",2023-12-20T08:13:26Z
@sopyanhidayat6014,Isinya pemuda2 ....,2023-12-20T06:49:00Z
@awayawalawayahir12,Usir,2023-12-20T06:16:28Z
@MinMin-el9uu,bersatulah rakyat indonesia bantu aceh mengusir rohibgya...jgn biarkan bumi indonesia menampung orang tak tau diri ini....pertahankan kemerdekaan kita....jgn lg ada tumbuh teroris yg menganggu kestabilan negara kita,2023-12-20T06:09:59Z
@Mas-masGaming,Se engga nya kalo msu ngungsi ya jangan lewat jalur ilegal anjir,2023-12-20T06:07:47Z
@WonkGoenoenk,Tenggelamkan saja bajigur tuh nahkodanya😅,2023-12-20T05:52:15Z
@caturadi6660,Balik tolak,2023-12-20T05:23:59Z
@BatamAppa-r5w,"TNI angkatan laut kemana, masak bisa mendarat di NKRI lautnya nggak di jaga ya",2023-12-20T05:22:53Z
@speakdewa,sulit berkelit,2023-12-20T04:57:32Z
@andrepapsky6223,"Ya ampun ngeyel bangat si rohingya ,padahal udah beberapa kali ditolak, dan sudah dijelaskan sebabnya ,masih aja nekat terus",2023-12-20T04:00:45Z
@triggerwolf4027,"Negara UNHCR aja banyak yg gamau mau nampung mereka, buat apa kita tampung. 😂",2023-12-20T01:58:08Z
@jajangjuli4071,Kok warga lokal.....kemana patroli angkatan laut?..kok bs masuk dgn mudah nya,2023-12-20T01:50:04Z
@keepmoving6407,Usiiiiiiir,2023-12-20T01:39:07Z
@BontotBalelo,kalo dalih untuk kemanusiaan seharuss nya bukan negara kita yang menanggung nya ..,2023-12-19T23:52:08Z
@BontotBalelo,"satuju itu orang asing ... sejahterakan dulu pribumi asli kita , karna msih banyak sebagian pribumi  kita butuh dengan bantuan pemerintah",2023-12-19T23:48:38Z
@r-zchannel,Setuzu usir.ronghiya itu penghianat negaranya suatu saat d.indonesia psti jdi penghianat/ penjajah,2023-12-19T23:41:35Z
@AdiWarno-j8q,Klw TNi AL aja bisa kebobolan.mending rakyat aja yg bertindak.gk usah pake alat alat canggih tapi gk berguna.memding pake bambu dan batu pasti auto kabur..,2023-12-19T21:39:13Z
@matapancingtv8494,"jangan di usir..di tampung aja dulu...itu kan banyak 100 orang lebih...nanti kan ada proyek2 bangun jalan,bangun gedung,bangun jembatan,dan proyek2 lain...jadi kalo ada yang butuh kepala orang Rohingnya tinggal ambil aja..buat di cor di tiang atau di pondasi nya...biar kokoh dan tahan lama...😂😂😂😂😂",2023-12-19T19:56:17Z
@hermanwahyudi2372,"Kan ada POLISI AIR,TNI AU dan AL. Kenapa ga di tindak?",2023-12-19T19:48:25Z
@triantonoputra1960,Aneh ..emang gak ad yang patroli di laut bisa sampai lolos masuk perairan indonesia,2023-12-19T19:09:43Z
@blekoksamidun1587,Usiiiiiiiiir,2023-12-19T19:07:53Z
@fajardwinugraha2307,Pemerintah mana ini perannya. Bisa2nya malah mau nampung warga asing!!!,2023-12-19T19:00:45Z
@rafhaproject4322,Itumah enaknya ditembak kapalnya biar pada tenggelem soalnya etnis Rohingya nggak ada sopan santun nya,2023-12-19T18:46:03Z
@ahmadfaisalmunir9624,Lagu lama persis kaya kaum yahudi alih2 jadi imigran.lama kelamaan punya negara sendiri,2023-12-19T18:34:38Z
@ningcolthida1449,Kalau ke daerah Jawa dah di usir paksa,2023-12-19T18:10:09Z
@karsokarso9651,Bukan nya itu dari Bangladesh bukan dari Myanmar,2023-12-19T17:54:04Z
@afifsyaifuddin9001,"Sepertinya Bangladesh akan segera kosong,, enaknya di bikin apa ya..😏😏😏😏",2023-12-19T16:17:12Z
@drgedidrgedi884,"Peran Nelayan, Pang lima laut, polisi air laut, TNI AL serta masyarakat pesisir sangat membantu dalam deteksi dini kedatangan Imigran gelap. Perlu kita ingat bersama ancaman kedepan selain perang adalah gelombang pengungsian yang dapat mengganggu ketahanan dan keamanan bangsa dan negara.",2023-12-19T15:12:18Z
@SMBCHANEL-n7e,TENGGELAMKAN....gitu aja kok repot croooottt,2023-12-19T14:30:59Z
@agusyulianto8560,Usir. Imigran. Ituuu,2023-12-19T13:56:49Z
@ferryferdiansyah2187,Mereka takut dan kabur dari Myanmar karena takut di bantai kan. <br>Kalau warga Aceh kompak ngacungin pedang ke mereka automatis mereka akan takut dan gak berani mendarat,2023-12-19T13:17:56Z
@choirulbariyah7653,Pendatang gelap sungguh terlalu tolak dengan TEGAS sangat berbahaya bagi NKRI cepat kembalikan ok,2023-12-19T13:00:12Z
@davidhing2805,Gimana sih AL kita???,2023-12-19T12:10:06Z
@Rey_reyreynaldy,"Mereka ingin menguasai tanah penduduk  setempat,",2023-12-19T12:05:06Z
@efendigultom1935,"Kalau aparat negara saja dapat dibodohi oleh mereka, apalagi yang perlu dibela. Mengapa aparat negara Republik Indonesia begitu gampang dibodohi, oleh masyarakat luar, apakah aparat negara republik indonesia begitu bodoh sehingga begitu mudah dibodohi. Indonesia Indonesia, dimana wibawahmu.",2023-12-19T10:17:13Z
@gatotsugito5557,"<b>Pemerintah tidak mau Bertindak Gegabah mengingat Asal-Usul Warga Aceh Sejarah nya berasal dari Negeri yang sama dengan Pengungsi Bangladesh yaitu Negara Bangladesh juga.</b><br><b>Pemerintah bisa saja dengan Segera menggerakkan Bakamla, KP-3, KPLP, KKP, Angkatan Laut, Indonesia Coast Guard.</b><br><b>Tetapi kalo tiba-tiba dengan Alasan Kemanusiaan Warga Aceh yang Bersekongkol dengan UNHCR menuntut Pemerintah Indonesia KE-PBB dengan Tuduhan Pelanggaran HAM, Akhir nya timbul Konflik Adu Domba antara Warga Aceh dengan Pemerintah Pusat Indonesia.</b>",2023-12-19T09:05:46Z
@django5788,Semoga Indonesia satu hari nanti bertukar nama Rohindo n .,2023-12-19T08:00:39Z
@PenyadarUMMAT,"Radar maritim kita sangat lemah<br>Jadi jgn koar koar ke israel <br>1 nuklir diluncurkan langsung rata Indonesia<br>Buktinya Kapal sebesar itu, TNI kita tidak tahu",2023-12-19T08:00:13Z
@pejuang982,Para pemerintah daerah dan pemerintah..pusat...coba Janan diam sajah udh usir ajh..jangan takut sama UNCHR udh usir sajah..sama negara lain ajh di usir masa di indo di tampung. EMG ya negara indo..tempat sampah..tempat penampungan...udh usir ajah,2023-12-19T07:42:27Z
@imamtampan4174,Usirrrrrr setiheeeeee,2023-12-19T07:32:48Z
@masridawasila4965,"Udah usir aja,ini manusia tak tau diri.di kasih jantung mau hati.kalau bisa di benam aja di tengah laut.",2023-12-19T07:19:42Z
@otoyscul4109,Bantai,2023-12-19T07:17:23Z
@HASANBASRI-bu8mp,usir saja kalo semua pada ngungsi ke indonesia gimana nasip rakyat indo yg adah makin susah kita,2023-12-19T07:08:00Z
@wahyuutomo2020,Mending di rudal aja kapalnya,2023-12-19T07:04:01Z
@restuanandauti,"kok perairan kita gak ada pengamanan yah, nanti disorot negara lain, mreka ntr bisa tau Indonesia perairanya spt apa, ntahlah",2023-12-19T06:44:53Z
@annurisra8798,kuttuuuuu,2023-12-19T06:34:57Z
@bebisuprirahman4783,Bangsa penakut,2023-12-19T06:21:08Z
@nobarmovie,"Mana tu pasukan2 tni yang katanya hebat trus intel2 lah yang biasa keluar di ytb.di masukin warga ga bersenjata aja gampang bgt,apalagi yang masuk kapal perang,gak kebayang jadi apa wkwk",2023-12-19T06:13:03Z
@HeryYanto-u6y,"Udah lah jangan ribut usar usir, kalo pemerintah niat mau ngusir sebentar aja tuh selesei, ini sengaja ada pembiaran pemerintah.",2023-12-19T05:59:05Z
@RidoJulputra,Usir aja mereka tu,2023-12-19T05:19:12Z
@ndesochanel9561,Hemmm emangnya petugas keamanan laut nya pada kemana polairnya,2023-12-19T05:00:55Z
@JuraganTinja,SIAPA YANG NGAJARIN HAYOOOOO...... 😂😂,2023-12-19T04:53:20Z
@RenaldiGaluuh,Dibom aja,2023-12-19T04:28:18Z
@afriyadiadi7199,Kirim semua pengungsi profilnya ke UNHCR,2023-12-19T04:26:22Z
@nafiahnafiah7008,"TNI AL kmna nih, kok diem aja knpa tdk dihalao waktu msih dilaut.",2023-12-19T04:15:26Z
@najiarahmadani7416,"Saya selalu melihat Rohingya dulu waktu masih kerja di Malaysia...mereka akan melonjak setelah di kasih hati,percayalah kalau Indonesia masih kasih hati ke Rohingya,Indonesia akan menyesal di kemudian hari nanti.",2023-12-19T04:02:51Z
@sugiman8500,tampung aj biar negri kita ini tambah brkah walaupun banyak yg susah,2023-12-19T03:47:35Z
@singgihpramudita3588,Kasihan pengungsi smga ditolong warga Aceh yg baik hatinya....kasih makan minum kasih Tanah.,2023-12-19T03:22:47Z
@chadjimyasmara8171,"Junta tentera Myanmar udah  mula kalah dibantai oleh malisi etnik Myanmar yg lain. Mereka berjuang utk bebas dari junta tentera gak seperti Rohingya yg pengecut. Hantar aja mereka pulang dan suruh mereka bantai junta tentera Myanmar dan ambil tempat mereka di Myanmar. Hantar mereka pulang. Jgn diambil masuk mereka, bangsa perusak budays dan ketentetaman lokal dan agama Islam ini. Lihat aja apa yg terjadi di Malaysia.",2023-12-19T03:00:57Z
@mahananas5373,bukan dari myanmar mereka dari pengungsian di bangla. mereka kesini itu bayar mana ada pengungsi begitu.,2023-12-19T02:59:53Z
@rezalbochel1717,Penjajah secara halus! Usir,2023-12-19T02:31:01Z
@muhamadfadlan1605,Mentri pertahanan lagi sibuk mencalek😂😂😂😂,2023-12-19T02:30:52Z
@endisuhendi7085,Waduh brarti udah ada niyat ga bener ni orang&quot; pokonya jngn di terima ttp usir jngn kotori aceh,2023-12-19T02:06:15Z
@windasriwahyuni5343,"Heran dg warga aceh kok diterima mendarat pd awal&quot;dtg kok gk mikir kl mrk pastix membw masalah,jaman sdh maju kok mw dibodohi pr imigran gelap.",2023-12-19T01:44:30Z
@wgz515,yang lebih aneh nya TNI AL pada kemana,2023-12-19T01:43:18Z
@MistiahTriani,Segera singkirkan sampah&#39;tak diundang itu jangan mengotori rumahmu hai saudaraku di Aceh warga harus rame kompak serempak  tuan rumah jangan kalah sama sampah &quot;itu.!!,2023-12-19T01:35:58Z
@muhamadtaufik4827,Bisa segampang itu kah masuk lautan Indonesia.. Pantes bandar&quot; Gampang selundupkan🤭🤭🤭🤭🤫🤫🤫,2023-12-19T00:59:24Z
@meleinjanua4982,"Dulu pemerintah menolak, warga lokal menerima sampai mengatakan pemerintah anti Islam. <br>Kalian MU - NA -FIK",2023-12-19T00:02:45Z
@user-rz6yv5je2s,USIR MANUSIA MANUSIA SAMPAH ITU UG NGK TAU DIRI NGABIS MHABISIN UANG RAKYAT BANTU SAMPAH NEGARA ORANG <br>D NEGARA KOTA MSH BNYK YG PERLU D BANTU,2023-12-18T23:30:08Z
@kuro-kuro2858,"Pemerintah Indonesia bodo banget. Apalagi menteri kelautan cuma pelanga pelongo. Udah jelas mereka mau kuasai aceh, malah lembek bgt tanggepinya",2023-12-18T23:26:38Z
@munculkebenaran2024,Ooooh Pantaaas Rohingya dibantai di Myanmar... Krn dr Sikap dan Sifat nya yg Menguasai dan Memaksakan Kehendak. Dan ini membuat Masyarakat Pribumi Myanmar jd Gusar Resah dn Menyusahkan. <br>Naaah kita Jgn Terlalu mudah utk Menerima Pengungsi Imigran .,2023-12-18T23:25:14Z
@hamu2452,"Tolak lah nyampah, permainan itu ras penghianat",2023-12-18T23:06:22Z
@mahdin3750,bahaya nnti kita lama lama di serang cara terang,2023-12-18T23:01:10Z
@maodjichannel5366,"Di pik aja nelayan mau cari ikan di usir sama security.. Ini penyusup di biarin gimana sih, coba klo itu bawa bom / senjata api bahaya tah",2023-12-18T22:50:50Z
@maodjichannel5366,"Itu kan salah satu penyusup.. Kenapa TNI al, gak tau  dan gk ngusir",2023-12-18T22:49:14Z
@tonisetiawan8993,SAYA SIH LEBIH SETUJU SAMA USULAN IBU MENTRI SUSI PUJIASTUTI...KAPAL ASING BANDEL DAN NGEYEL LANGSUNG TENGGELAMKAN,2023-12-18T22:29:32Z
@gracekriswanto4678,Mereka ini penjajah wilayah usir saja jangan biarkan terus datang,2023-12-18T22:18:18Z
@mustopakamalmustopa5635,Kaya nya mereka sengaja di kirim ke Indonesia untuk mengalihkan pokus kita untuk menolong Palestina dah..,2023-12-18T22:14:29Z
@theexgiesa1901,PLS USIR SECEPATNYA. GEDEK BGT GW,2023-12-18T21:53:11Z
@ginhenggin6137,Lempar granat aja 5 lusin sekalian😂😂,2023-12-18T21:33:42Z
@sasonosasono4098,Yang bilang lebih tni dari tni gimana nih?  Tni al dan polair kemana?,2023-12-18T21:15:05Z
@gaspolll826,INI KAH YG NAMANYA TERDAMPAR SCARA TDK SENGAJA? NEGARA INDONESIA JELAS2 DI BIKIN TDK BAIK2 SAJA OLEH DUNIA,2023-12-18T21:12:43Z
@hamaarishima8396,USIRRR,2023-12-18T20:57:57Z
@Ncp12924,aparat tidurrrrrr ya,2023-12-18T20:45:40Z
@froggaming879,Usirrrrrrrrrrr mereka dari kampung kitaa,2023-12-18T20:21:34Z
@HadigantengSelalumuach,Semakin lama Indonesia di jajah negara lain ..,2023-12-18T19:21:46Z
@tadikarizki7418,JADIIN BUDAK AJA BUAT PEMBANGUNAN KAYA JAMAN JEPANG ROMUSHA!!,2023-12-18T19:21:30Z
