Author,Comment,Published At
@jeffryjeff-mt3ks,jangankasih kendor di sabang jaga sampai ada yang lari ke kota desa..jangan kasih kendor ..mereka sudah ber komitmen mahu tinggal bukan terdampar .waspada ada udang di balik batu.....,2023-12-08T12:33:10Z
@zhitazsweet1837,Ayoo gerak cepat pemerintah,2023-12-08T12:32:21Z
@AhmadYani-ic5mu,"UDAH USIR LAGI AJA DEMI KEDAULATAN TANAH AIR KITA,HARUS BELAJAR DARI P3NGALAMAN LIAT PARA IMIGRAN YAMAN YANG SEKARANG(PARA HABIB)SETELAH DI TERIMA PADA KURANG AJAR SAMA PRIBUMI INDONESIA",2023-12-08T12:31:30Z
@dewabirusedekah5566,"Jika pemerintah belum bergerak , warga lokal sana tolong bersatu untuk mengusir nya.. aku mendukung kalian mereka tidak hanya sekedar pengungsi .. tolong jaga indonesia ini semangat jangan sampai lengah , saya lihat di berita ada yang sudah di usir namun ada juga yang kembali beberapa orang tolong juga di pastikan ter usir semua , aku cinta kalian warga aceh semangat jangan sampai lengah .. salam dari jawa timur",2023-12-08T12:31:12Z
@Rylazind,"UNHCR aja yang disuruh nerima dirmhnya jgn gabung sama penduduk, UNHCR kan yang maksa untuk nerima? Ya karna emang dia sebagian orang rohingya",2023-12-08T12:31:00Z
@Mansurrenders3186,"Jangan ditampung di usir aja,manusia yang tidak berterima kasih  sudah dimanusiakan tapi tidak manusia... dasar pengungsi biadab",2023-12-08T12:30:51Z
@jeffryjeff-mt3ks,mereka lebiklh buas dari hewan buas .indonesia janga lengah tindak lanjutkan dan kembalikan .kenegaranya ..,2023-12-08T12:30:31Z
@zhitazsweet1837,Mana peran pemerintah cepat usir dari Negara kita,2023-12-08T12:28:54Z
@denisuhada315,Usir aja bang,2023-12-08T12:24:52Z
@yonkariyonokariyono4373,Orang Islam tidak jaga kebersihan,2023-12-08T12:24:05Z
@AnangFirmansyah-j6w,Pulangkan saja k india,2023-12-08T12:24:01Z
@purwatiilham1906,"Dekil, kotor, Amit Amit <br>Udah kelihattn dri badannya <br>JOROK.",2023-12-08T12:23:58Z
@recehmanfaat2122,UNHCR nya bubarin dlu,2023-12-08T12:22:18Z
@AnangFirmansyah-j6w,Usir ja,2023-12-08T12:21:30Z
@rwchanel8015,Usir ga mau terima orang begituan,2023-12-08T12:21:13Z
@Ching.R,POLISI LAUT DAN TNI AU KMNA YA😅😅,2023-12-08T12:21:10Z
@rwchanel8015,Buang aja,2023-12-08T12:20:18Z
@rajaratu4044,Pemerintah harus tegas ke pengungsi Rohingya jangan terima tinggal di NKRI,2023-12-08T12:20:02Z
@tinarana7056,"Moment ini d manfaatkn pengungsi rohingya ke indonesia,di kala indonesia garda terdepan mendukung palestina tp jgn samakn muslim rohingya kurang rasa syukurnya d bnding muslim palestina meskpun keadaan perang d bntai kekurangan segalanya tp ttp bersyukur di dalam kesulitan namanya pengungsi hrs nya bersykur d kasih tmpt jg sdh allhamdulilah ini malah mencela makanan krn sedikit,sungguh tdk tahu tempat pengungsina tdk memposisikn dirinya",2023-12-08T12:19:33Z
@yzchalba8380,Di usir ajh dari indonesia.. Mereka makhluk yg gk beradab... Jgn lg bicara soal kemanusian lg bung...,2023-12-08T12:19:29Z
@yusrizalyusrizal9862,"Orang Rohingya itu gak punya rasa berterimakasih,dan pemberontak,jika mereka sudah ramai jumlahnya,harap pemerintah Indonesia dan Daerah memulangkan mereka ke negaranya sendiri,kami takut jangan2 mereka seperti Israel yang menumpang ke Palestina setelah berkembang mereka menjajah palestina!!? 🤕🤕🤕🤕🤕🤕",2023-12-08T12:19:21Z
@setiaone1513,persis seperti cerita yahudi waktu awal masuk palestina...😂,2023-12-08T12:16:49Z
@kdshij,"KATANYA BELA UMAT, KADRUN PADA PURA2 BUDEK 😂😅",2023-12-08T12:13:21Z
@hoohtenan1423,Tolong dikembalikan ke habitatnya kami muslim Indonesia ingin hidup damai...,2023-12-08T12:09:48Z
@LeviFriantina-g9p,Gimana sih pemerintah pusat? Harusnya ini diurus gitu gimana baiknya. Deportasi kek.,2023-12-08T12:09:41Z
@BudiPratama-rz2ce,"Ya begini kl negara kalah sama unchr...mau jd apa negara kita ,terutama aceh...kenapa kurang tegas",2023-12-08T12:08:39Z
@krisna2869,"Rohingya : Israel baru, mereka akan minta tanah",2023-12-08T12:08:07Z
@antoanto8271,katanya malah mau dikasih pulau ama wapres,2023-12-08T12:08:01Z
@agamofficial856,"Rakyat sendiri banyak yg kekurangan ,mlh cari masalah",2023-12-08T12:07:53Z
@MalaNasrina-rz2dx,Pindahin kerumah anggota unhcr.. Biar merk yg urus dan kasih makan...,2023-12-08T12:07:37Z
@sangkuriang2216,"Usiiiir ajaalaaah,,,, datang dgn muka melas,,udah di terima malah bringass,,,,, Usiir aja usiir,, nanti ky israel, udah di trma malah ngelunjak,seEnaknya, dan mau mnguasai,,",2023-12-08T12:06:45Z
@Redmi-kl9zm,"Kalau pemerintah gak dengar suara rakyat dan gak mau pulangin warga rohingya, maka masyarakat buatlah gerakan massa untk membakar tempat pengungsian mereka, biar pemerintah tuh sadar.",2023-12-08T12:06:12Z
@Angkasa564,Usir..gitu aja kok repot,2023-12-08T12:05:38Z
@nikofery460,Yang jadi pertanyaan kenapa gak ada TNI AL yang menjaga perairan Indonesia,2023-12-08T12:05:18Z
@VhkkkjfhjkhhFnjjkfcjk-sb3lr,Udah dekil hitam jelek buang hajat lagi usir bakar aja kl gk mau pergi,2023-12-08T12:05:16Z
@lutfiyusmin,tandain muka muka org UNHCR..,2023-12-08T12:04:01Z
@legowophone4871,Pada ga tertib buang sampahnya.tu di malaysia sudah pada demo minta hak kewarganegaraan.minta tanah.orang indonesia aja tinggal di negeri sendiri ja bayar pajak.pengungsi minta tanah gratis.pulangin ke tempat asalnya.,2023-12-08T12:03:34Z
@helmikurnia5347,Wajar di Myanmar di bantai kelakuan kek binatang begini usir saja lah dari indo Audi amat nampung model beginian najis !!!,2023-12-08T12:00:39Z
@shijimagou5480,"Oi pantex usir aja tu rohingya,gw aj sulit makan,makan aja satukali sehari masih bersyukur,mintak aceh pula kampret",2023-12-08T11:57:23Z
@husnahnurazizah9750,balikin ke negara asalnya. Smngt untk warga aceh❤,2023-12-08T11:57:09Z
@airinaprilliahanifah,"rohingya hanya akan menjadi beban dan menambah masalah bagi NKRI, masih banyak masyarakat indonesia yang jauh lebih membutuhkan ketimbang rohingya.<br><br> yang setuju rohingya dipulangkan..!!<br><br>👇🏻",2023-12-08T11:57:02Z
@MajuJaya-k2f,Serem serem gitu orangnya😁😁😁,2023-12-08T11:56:02Z
@hendroprasmono9227,Pemerintah terlalu lemah....<br>Cepat ato lambat pengungsi ini pasti akan membuat kekacauan di NKRI<br>Terlihat lemahnya penjagaan di laut Aceh hingga warga yg terbebani,2023-12-08T11:54:25Z
@M.IrawanPrastiono,usirrr ini manusia kardus. saya <br>muslim . tapi saya ga suka dengan tampang 2 orang yg ga tau terimakasih,2023-12-08T11:54:12Z
@galihzaki,"Usir saja,nggak mau pergi ya tembaki kaya di myanmar.<br>😅",2023-12-08T11:54:05Z
@jujungwaskariraksagunara3284,"hati hati pengungsi rohingnya diselundupi juga sama orang bangladesh yang jorok tuh, emang berapa juta sih etnis rohingnya dari myanmar masa gak habis habis hati hati pokoknya harus ketat warga dan pemerintah",2023-12-08T11:51:13Z
@inaznasrudinofficial9787,Pulangkan saja kenegaranya secara paksa,2023-12-08T11:48:17Z
@bagusopensea-zl1jj,"Di usir lebih baik,,, dari pada yang punya tanah diusir pendatang...",2023-12-08T11:48:13Z
@umiyani1444,Udah bang usir aja..😡kalian hrs kompak masyarakat Aceh hrs kompak untuk mengusir warga rohingnya...bila perlu pake sedikit ancaman.,2023-12-08T11:47:20Z
@segorogenigeni266,Kaisan..tp harus di tertipkan,2023-12-08T11:47:05Z
@elvinalenora2351,Kembalikan ke negaranya..,2023-12-08T11:46:53Z
@melatiela4663,Usirrr,2023-12-08T11:44:35Z
@bocil-li6ii,"suatu saat akan nyesal indonesia lihat ja,,<br>yg kasihan nasif warga aceh nya,,",2023-12-08T11:41:45Z
@ArdiBudi-x8w,Usirr saja lachh<br>Demi kebaikan warga Indonesia sendiri,2023-12-08T11:41:15Z
@anggunkurnia7532,"Kerja kaga, makan minta enak, dikasih ini itu dibuang, dikasih fasilitas bersih malah hidup jorok, kerjaan beranak mulu&#39;<br><br>Padahal tanah aja g ada, semau jidad mereka",2023-12-08T11:41:10Z
@tyn8718,"TOLAK, TOLAK, TOLAK,TOLAK,TOLAK MEREKA,KITA ORANG INDONESIA HARUS BANYAK WASPDA, DAN BANYAK BELAJAR SM NEGARA TETANGGA",2023-12-08T11:41:07Z
@tyn8718,"WALAUPUN KITA ADA RASA KASIAN SMA MEREKA TETAPI TAKUTNYA MEREKA AKAN BIKIN KEGADUHAN DI NEGARA KITA, KASIAN DGN ANAK CUCU KITA NANTI HARUS DIPINGGURKAN DGN ORANG&quot; PENDATANG SPERTI MEREKA",2023-12-08T11:40:02Z
@suhada2951,Usir,2023-12-08T11:39:22Z
@ibusay961,Jangan di tolong  kurang kerjaan NKRI juga di susahkan. Oleh presidennya,2023-12-08T11:38:28Z
@tyn8718,"JANGAN BIARKAN WARGA ROGHIYA TINGGAL DI INDONESIA, JAGAN SAMPAI MEREKA MENGUASAI 1 WILAYAH, KITA HARUS BANYAK BELAJAR DARI NEGARA TETANGGA, KITA JANGAN TERTIPU DGN KATA SE IMQ<br>AN ATAU KATA KEMANUSIAAN KALAU MEREKA TIDAK BISA MENYESUAIKAN DIRI SEPERTI WARGA INDO, DAN MEREKA TERLALU JOROK RIDAK BISA MENGIKUTI PERATURAN, PADAHAL MEREKA INI HANYA PENDATANG",2023-12-08T11:37:45Z
@haerunsopandi573,Bagemana dengan petugas lautnya tidurkah,2023-12-08T11:36:39Z
@rizkyminagarden407,Usir 😡😡😡,2023-12-08T11:36:35Z
@hendithermawan215,Deportasi harga mati,2023-12-08T11:36:32Z
@bocahngapak7126,Yang kemarin bilang kasihan satu akidah sesama muslim ambil tu kaum pengotor dan menjijikan,2023-12-08T11:36:11Z
@tyn8718,"Bukan hanya warga aceh yg tidak suka dgn sikap mereka, tetapi suluruh penjuru indonesia tidak suka dgn sikap mereka,, TOLONG PULANGKAN MEREKA KEASALNYA, PEMERINTAH INDONESIA MASIH HARUS BNYAK YG  DIA URUS MASYARAKAT INDONESIA MASIH BANYAK YG MISKIN BAHKAN MELARAT, TANPA TEMPAT TINGGAL BAHKAN DLM 1 HARI MEREKA TIDAK MAKAN",2023-12-08T11:33:24Z
@jorikojori949,Makanya Jagan cakap besar kami rakyat Malaysia dah muak bukan tak kesian tapi sikap tingkah laku mereka sangat buat sakit kepala.,2023-12-08T11:30:07Z
@puspaindra2890,Gpp kan saudara seiman,2023-12-08T11:27:19Z
@PiYeMSC,Asww wes ditulung malah nglunjak,2023-12-08T11:25:14Z
@arulhuda1304,Orang model gini kok mau di kasih pulau,2023-12-08T11:23:44Z
@uunaja2278,Kami mendukung penolakan pa tolak usir,2023-12-08T11:22:07Z
@paklubis8896,Gak usah di terima bagusan usir saja dari negara kita ini nanti bisa pula menjajah itu buktinya  di kasih hati mau jantung lagi,2023-12-08T11:19:27Z
@Sound_Balap_Indonesia.,Sudah ku duga 🤣,2023-12-08T11:18:08Z
@mawarsaron9791,Bagusss siapa yg terima harus bertanggung jawab  &#39;seharusnya ditolakkk bukan di terima&#39;&#39; jgn2 Anies Baswedan punya  saudara,2023-12-08T11:18:00Z
@ayoemomsnafasha3350,"Apa perlu datang org medan ke aceh untuk bantu usir org rohingya??? Ayo dong masyarakat aceh, gerak terus, org itu gk tau diri, usir dengan paksa kalau gk bisa di usir baik2.. Tujuannya itu TANAH.. Hati2 ya masyarakat Aceh, yang udah di tampung pulangkan semua..",2023-12-08T11:15:08Z
@goldroger3872,Buanglah hajat di tempat hajatan,2023-12-08T11:11:57Z
@pelajarternak6262,"Kok bisa lolos sih? Harus di evaluasi ni kerja para aparat penjaga laut, jamgan sampai kita di jajah kembali",2023-12-08T11:10:17Z
@EllyMasto-me1dp,"Q aja warga indo pusing+mumet pak,,,lihat berita firal ini,,,hanya orang&quot; pandai yg bisa berfikir,,, kemanusiaan sih kemanusiaan tapi ya lihat&quot; athu pak",2023-12-08T11:09:52Z
@alvianfikri8308,Penjabat yg dukung mending mundur aja klo rakyat udah eneg bisa di lengserin paksa intinya di pemerintah yg pro rohingya,2023-12-08T11:09:18Z
@alfredo-aldo2024,"Sabar..dan harus di ajarkan dari awal ,anak bayi aja utamanya belajar merangkak dulu, mungkin merekakan belum tau tata kerama di Aceh, kasihan mereka juga persis mirip saudara kita seperti Palestina, kuncinya sabar yg paling disukai oleh Allah SWT 🙏 (mereka juga muslim saudaraku),maaf saudaraku yg di Aceh 🙏 apabila saran dari saya ini salah 🙏",2023-12-08T11:07:55Z
@nofriadiadi3648,"Brarti laut dan tanah indonesia mudah dimasuki orang, trus aparat yg menjaga laut perbatasan tidak nerpunGsi",2023-12-08T11:07:29Z
@bow3427,Gpp yg penting seiman,2023-12-08T11:06:49Z
@mariabukorsyom3746,"Kurang ajar mereka itu,,tdk bersyukur di kasih makan dan pakaian gratis...usir saja mereka karena mereka bukan warga negara Indonesia",2023-12-08T11:06:10Z
@uputthayubae5480,USIR AJA TUH ROHINGYA <br>NANTI TAKUTNYA DIA BIKIN SENDIRI DI NEGRI INDONESIA,2023-12-08T11:05:44Z
@pradindawildani90,"Menyusahkan memang !<br><a href=""http://www.youtube.com/results?search_query=%23usirrohingya"">#usirrohingya</a>",2023-12-08T11:03:53Z
@aryacahyana4120,Di racun saja .biar gk bikin kotor ACEH,2023-12-08T11:02:14Z
@olavoolav9932,Belajarlah dr record mereka di negara&quot; yg lbh dulu menampung spt bangladesh dn malaysia....jgn serta merta terima gt aja...<br><br>Kasi aja mereka ke negara yg sdh krisis penduduk sono...jgn di indonesia.<br><br>ATAU KEMBALIKAN KE MYANMAR SAJA....<br><br>MEREKA INI GA ADA ATTITUDENYA...GA BERSYUKUR....BANYAK MINTA...MALAS DN JUGA JOROK....MAUNYA DILAYANIN.,2023-12-08T11:01:44Z
@ayam4985,"Suruh balik berlayar lg aja, smpe ktemu jack sparow",2023-12-08T11:01:23Z
@Raveltzzz,Gembel,2023-12-08T10:57:46Z
@PutuED,"Kan saudara, yg di palestina juga saudara. 😂😂😂😂",2023-12-08T10:57:43Z
@ahmadismail4719,"<a href=""https://www.youtube.com/watch?v=ePQeFXjNckI"">https://youtu.be/ePQeFXjNckI?si=v4Q8u7IRfRDFDzym</a>",2023-12-08T10:57:40Z
@Js-mt8zn,Bagaimana penjaga laut kok kecolongan,2023-12-08T10:55:55Z
@sriwahyuniponi1035,"Bawa k laut kasih kita orang santun sedangkan mreka gak punya adab, apalagi sebanyak itu",2023-12-08T10:55:27Z
@Js-mt8zn,"Rakyat Indonesia banyak yg belum punya rumah dan makanan, utamakan warga Indonesia dulu",2023-12-08T10:55:21Z
@afitkawan1419,Pimpinan daerah malah lempar tanggung jawab,2023-12-08T10:55:16Z
@afitkawan1419,Ya begini punya pimpinan berbagai daerah yg bisa bekerja<br>Bingungnya mengambil keputusan dan ketidak tahuan menjadi proses yg lama😂,2023-12-08T10:54:31Z
@Js-mt8zn,Gimana penjaga laut kok bisa kapal asing masuk ke indonesia,2023-12-08T10:53:18Z
@BambangTriyono-oq8dk,Tamu adalah raja.. tpi klo tamu nya kurang aja mau diapain???,2023-12-08T10:52:57Z
@pentilkecokot7895,Usir tangkap agennya pulangkan<br>Bicara kemanusiaan itu utamakan rakyat sendiri dan Palestine<br>Siapa yg mendukung Palestine like❤,2023-12-08T10:52:40Z
@muryanahmuryanah3637,Membasmi hama pake apa,2023-12-08T10:52:36Z
@denarisofficial1351,Memang orangnya seperti itu😅,2023-12-08T10:50:18Z
@Kadal_punyacerita,Mau pilpres jadi pemerintah ga mau ambil pusing soal pengungsi,2023-12-08T10:49:16Z
@sendiaditiaa1653,"Gw gak suka ya nampung orang yang gak tau diri, sumpah, diusir aja kek😒",2023-12-08T10:47:44Z
@chanelrandom2157,Jika GAM masih ada mungkin undah di usir tuh rohingya<br>Pemerintah indon terlalu planga plongo,2023-12-08T10:47:43Z
@ibrahimspitfire4680,Itulah akibatnya sesetengah org indonesia sindir malaysia negara rohingya..,2023-12-08T10:46:20Z
@JakaKenter-t8c,"Menolak keras pengungsi Rohingya ✔️ bangsa Indonesia pun banyak terlantar, yg ada dijajah lagi",2023-12-08T10:46:02Z
@anamuatulungagung,Ngrepoti menungso ae rohingya,2023-12-08T10:44:46Z
@sukawiadnyana,Monyett monyett,2023-12-08T10:38:34Z
@NAWASENAPRODUCTION,Perlu tag akun ig nya TNI AL gak si,2023-12-08T10:38:20Z
@bagusprayoga1481,"Dari sini keliatan pemerintah indonesia tidak tegas ,kemanusiaan tapi menyakiti rakyat sendiri",2023-12-08T10:37:24Z
@wankhalifa3201,"Masalah serius ini, pemerintah harus tegass kasihan warga Aceh",2023-12-08T10:36:55Z
@ekaprasetya5300,Usit  para anjibg  dr bumi pertiwi,2023-12-08T10:36:45Z
@NurNurhamia,Makanya usir usir lama x gerak nya pemerintah daerah.nnt d Jaja baru tau.geram x lhtnya bah,2023-12-08T10:35:24Z
@kipasangin-pf4ik,Pulangkan secara paksa,2023-12-08T10:35:21Z
@andaryono2738,Sepertinya warga Rohingya pemalas  tpi sombong!,2023-12-08T10:34:14Z
@yuanilhamrafsanzani6107,kl jorok makanan yg dikasi dicampuri eek mereka aja bang,2023-12-08T10:28:21Z
@jibril4581,Usirrrrrrrr,2023-12-08T10:26:02Z
@nauvaliahilya4120,Udah di usir aja sampah ini,2023-12-08T10:21:02Z
@lakowai,"Usut tuntas jangan sampai ini akal akalan. Mereka sengaja di datangkan.<br>Jangan sampai salah ambil keputusan, karena demi alasana kemanusiaan.<br>Jangan sampai di kasih tempat ke depan nya mereka malah menjadi momok menakutkan, karna sikap dan adat mereka, serta kultur mereka berbeda dengan kita",2023-12-08T10:19:54Z
@sulainiaini1060,Usir mereka jngan biar kan mereka mengotori NKRI...<br>Ayolah pemerintah harus tegas ...,2023-12-08T10:18:59Z
@vidyroring1882,Usir saja😅,2023-12-08T10:11:19Z
@BandalemLoro-xz2gm,BANTAI AJA SETELAHNYA KUBUR MASSAL,2023-12-08T10:05:48Z
@blink4595,Pertanyaan sederhana knpa kapal&quot;  penjaga  laut bisa kecolongan..,2023-12-08T10:05:23Z
@halimmubaroq1390,tengelamkan,2023-12-08T10:04:46Z
@overproudcountry418,"Tidak salah menolong orang yg susah, tidak salah membantu, tapi kalo pertolongan kita di balas dengan sikapnyg tidak mengenakan   maaf mereka tidak bisa di tolong.<br>Dulu warga aceh menolong mereka juga benar, tapi sayang kalo akhirnya membuat resah dan malah membawa temannya yang lain wajar saja warga aceh resah..<br>Keamanan dan kenyamananwarga Aceh pun harus di perhatikan, jangan hanya menolong orang asing tapi kenyaman warga aceh di kesampingkan.",2023-12-08T10:02:26Z
@ErdesTiana-n9f,"Usir saja,",2023-12-08T10:01:38Z
@Igun.cs.cahlokal,"Jangan ada tempat untuk mereka. Ingat perjuangan pahlawan kita mempertahankan tanah air kita. Bila memang pemerintah hanya diam ayo kita semua masarakat indonesia usir mereka. Mana penjaga kelautaan mana mentri kelautan <a href=""http://www.youtube.com/results?search_query=%23tolakdanusirrohingnya"">#tolakdanusirrohingnya</a>",2023-12-08T10:00:46Z
@FirdausdarussalamDaus,Bunuh,2023-12-08T09:58:38Z
@rickyhidayat5385,akankah menjadi pembentrok seperti hal nya israel di palestina,2023-12-08T09:58:35Z
@semoyokechanel5987,"Kalau pol PP/pemerintah bisa tegas ke warga sendiri, Kenapa tidak tegas dengan ini? 😢",2023-12-08T09:57:00Z
@randamaulina2768,"Harus tegas, d usir",2023-12-08T09:56:52Z
@yustinov2581,"Bantu Rohinya menjadi negara merdeka spt Palesina, tampung mereka sesama muslim korban penisdasan....😂😂😂<br>Congor aja besar utk kemanusiaan di Palestina, utk kemanusiaan Rohinya spt muka berak....  KEMANUSIAAN ISLAM bro.....😂😂😂",2023-12-08T09:54:45Z
@wiwokzaeni5043,kebalikan saja ke tempat semulla,2023-12-08T09:54:44Z
@sutarsobatam-nu9ir,Tolak pengungsi rohingya di indonesia,2023-12-08T09:51:47Z
@maxblankAE,Hajar n usir kluar..shock therapy..biar gk datang lg,2023-12-08T09:51:44Z
@7ins402,Tolak saja. Usir mereka.,2023-12-08T09:46:48Z
@RadenmasArifin-ke1pl,Kon bali nek negarane wae.,2023-12-08T09:46:21Z
@ekojayahandoyo795,"Makanya klo Rohingya di tembaki dibantai sama tentara Myanmar jangan salahin tentara Myanmar dong sekarang tahu sendiri kan sikapnya Rohingya itu seperti apa ?!!<br><a href=""https://www.youtube.com/watch?v=fPpPs8CfMiA"">https://youtu.be/fPpPs8CfMiA?si=87rQ2fJaaQwBQtY1</a>",2023-12-08T09:40:39Z
@febrispt4114,Angkatan laut ko bisa kecolongan,2023-12-08T09:39:22Z
@AngAng-mk5wk,"Rohingya dibantai d mymnar sebap suka curi,merogol,pengotor",2023-12-08T09:38:51Z
@ratnasari2985,Usir ajh klw jorok .ih bau ga mau d atur,2023-12-08T09:38:11Z
@Hesss227,Syetan berkedok pengungsi..,2023-12-08T09:37:15Z
@jackderiver6111,Rakyat sendiri juga lagi susa di tambah pendatang tanpa modal😂😂😂😂,2023-12-08T09:35:52Z
@yadirojaley6256,USIR WOYY USIRRR!!!!!!,2023-12-08T09:33:21Z
@satimantiman2085,usir saja lah ngapain kelakuan warga mianmar yg gak tau terima kasih,2023-12-08T09:32:48Z
@HjHafizah,Tolak rohingiya bubarkan UNHCR,2023-12-08T09:32:43Z
@rivaldialdanta,jangan sampai warga Rohingya jadi WNI karena takutnya kayak Malaysia yang kebanyakan gak asli warga lokal Malaysia. banyak India nya,2023-12-08T09:31:16Z
@dickyrifaldi3050,Yang seharusnya bertanggung jawab PKS DAN ANIS mereka jelek in pak jokowi waktu thn 2017 karna nolak rohingya di Indonesia 🤣🤣🤣,2023-12-08T09:29:14Z
@pamekasan8830,Pulang kan ke negaranya,2023-12-08T09:29:08Z
@kikiarstory9914,Dari awal juga udah bikin resah...<br>USIR SEMUA TANPA SISA 1 PUN..<br>suatu saat ini akan menjadi BOOMERANG bagi Indonesia,2023-12-08T09:28:34Z
@danuanggoro77,Lhaa dl bela rohigna… skrg didatengin kok nangis2. Mereka itu mmg sejarahnya jg sdh g baik. Makanya dmn mn diusir. N itu ada yg ngatur😂… baru tau ya😅,2023-12-08T09:28:32Z
@baimid,tandai munawaratul,2023-12-08T09:27:13Z
@taufikf.d1920,perindapan syekali yah,2023-12-08T09:27:00Z
@DIOMIRA_____________MAUREEN01,"Manusia tak tahu diri, usir aja",2023-12-08T09:24:03Z
@Mr-bv1nr,Lama&quot; minta tanah untuk tempat tinggal selama ny.,2023-12-08T09:19:48Z
@ijlalromadhon5623,"Buang aja ke laut ,nanti kayak Israel",2023-12-08T09:17:34Z
@Andri-vo5uw,"Solusinya gampang, pindahin ke Jakarta. Trus suruh Fpi biar yang ngurus hidup mereka. 😂😂😂",2023-12-08T09:15:56Z
@zaenalkhirzuddin7510,Bagus sekali kebijakan KONOHA ini yaaaa,2023-12-08T09:15:28Z
@hafidahbtemdtahir5016,Hantar pulang ke kampong mereka. Terlalu ramai nanti <br>susah sendiri.,2023-12-08T09:14:58Z
@yonojmb2354,"Harusnya di deportasi dong, buang ke tempat asalnya, pasport aja nggk punya",2023-12-08T09:14:03Z
@RosMiarty,Enek gue banget<br>Itulah sipat aslinya mereka emang manusia pada stres,2023-12-08T09:13:52Z
@dedehharum7056,"Heran&#39;nya emang gak ada patroli laut, sampe bisa masuk ke perairan indonesia, klo memang sudah melarang keras dan tidak menerima rohingya lagi knapa di biarkan masuk dan mendarat",2023-12-08T09:12:21Z
@bocilicir,"Pernah denger konten, yang katanya warga Rohingya laki-laki dibunuhi sama orang Bangladesh yang lagi cari suaka sewaktu papasan di laut. Betul kah?",2023-12-08T09:11:34Z
@bebas_sukasuka,Saya selaku warga indonesia menolak keras pengungsi tinggal di indonesia. Aapalagi kalai di kasih pulau.... Kita saja beli tanah di indonesia sengsara kredit... Orang asing malah dikasih... Mohon tegas pemerintah indonesia. Yg setuju di usir 👍🏻👍🏻👍🏻,2023-12-08T09:11:26Z
@heueuiehe,Nih kalo berkembang biak diindonesia bisa berbahaya....mending kirim kenusakambangan...,2023-12-08T09:10:48Z
@MarbenPane,Dulu mati matian bela rohingya...😂😂😂<br>Sekarang baru kena getah nya...! <br>Gimana lah itu...???,2023-12-08T09:09:09Z
@muhammadmahmut1941,Kasihan aceh...kami orang jawa tidak setuju aceh menampung rohingya....,2023-12-08T09:06:34Z
@Deni-o4d,"Meresahkan, semua dengan alasan kemanusiaan, lama2 seluruh dunia menyusup ke Indonesia, dengan bebas.",2023-12-08T09:04:51Z
@andriprayitno5972,Usir..,2023-12-08T09:04:27Z
@Saifullah-i8m3b,"Jokowi harus tegas,",2023-12-08T09:03:58Z
@pandubintang9021,usir aja lah. manusia pada ga punya otak gini. makin lama makin nglunjak..,2023-12-08T09:02:59Z
@shrl2nd96,"Hayolohh baru sebulan udh 1ribu orang dateng, gimna 1th udh jadi 500k tar",2023-12-08T09:02:54Z
@BangJomet-i6k,Sukur lo,2023-12-08T09:01:34Z
@Yakozza9999,Penjaga laut ituuu gimanaaaaa,2023-12-08T09:00:16Z
@adimulyadi2926,yang jadi pertanyaan. kemana keamanan penjaga laut indonesia. kenapa bisa di trobos kapal asing ckckckcck. aneehh,2023-12-08T08:59:10Z
@kurangtidur1486,Ini sih isriwil versi lite,2023-12-08T08:54:53Z
@lisakristiyanti7375,Masyarakat Aceh menjadi terbebani karena kedatangan etnis Rohingya,2023-12-08T08:54:50Z
@lisakristiyanti7375,Usir Rohingya,2023-12-08T08:54:11Z
@marwatimarwati6782,Sudah dipulangkan saja..jangan diterima..perilakunya jorok,2023-12-08T08:52:58Z
@therosenosofficial7632,pengen gua pukul cok😂,2023-12-08T08:52:09Z
@agusagus-lj3ij,"Nanti lama lama mereka beranak pinak dan jika sudah besar mereka akan menguasai Aceh khususnya dan Indonesia,seperti kelakuan israel terhadap Palestina...",2023-12-08T08:51:39Z
@mabbmabb8939,Hedehhh,2023-12-08T08:50:27Z
@pangkasrambuthits825,Pulangkan kenegaranya..<br>Pemerintah tdk tegas😡,2023-12-08T08:50:02Z
@misonoyoy5401,"Mereka melunjak karna mereka mrasa udah bayar, dia pergi ke indonesia pun dia bayar maka nya ngelunjak.<br><br>Soal pelecahan ga heran, soal nya d negara nya sndiri 900rb jiwa dlm waktu 1tahun dia lahirin bayi 35rb",2023-12-08T08:46:11Z
@Gilgames03,Jangan sampai ada kapal masuk lagi ketertiban warga no 1,2023-12-08T08:46:03Z
@silliem30,"Usir aja ..bukan salah kita wong dah ditolong ndak tau diri..bahaya jika lambat laun dibiarkan..bisa jadi sumber kriminalitas baru,bisa jadi terroris lama&quot; ngeri kali bar bar gt",2023-12-08T08:45:39Z
@republiknanas1702,di bantu nglunjak mending usir aja  mending bantu rakyat sendri yg masih di garis kemiskinan,2023-12-08T08:42:34Z
@Riskach3,Saya setuju membantu rohingya tp klo ditampung jangan..indonesia msh bnyk mslh komplek..kembalikan sj di myanmar tmpt dy lahir,2023-12-08T08:41:54Z
@ennikmelanic9738,ya  itu  kputusanmu saja bos...<br>pengungsi  rohingya  km ijinkan ke indonesia...<br>km tampung beri  makan beri baju  apa aja kou cukupi..<br>nanti    suatu saat   akan menguasai tanah jawa  ...<br>km baru  tau  rasa... ..<br>nenek moyang mengatakan...<br>menusia sdh ditolong  tdk tau brtrimahksih <br>tulong  mentong.. 😅,2023-12-08T08:41:06Z
